15.2105 	INFO 	Loaded monitor calibration from ['2020_06_22 15:24']
15.2211 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
15.3366 	INFO 	Using renderer 'Apple M1 Max' for graphics
15.3366 	INFO 	OpenGL version supported by driver is 2..
15.3512 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x1703897e0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x170389780>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x170383520>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.3513 	EXP 	window1: backgroundImage = ''
15.3513 	EXP 	window1: backgroundFit = 'none'
15.7150 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.7150 	EXP 	window1: recordFrameIntervals = False
15.8376 	EXP 	window1: recordFrameIntervals = True
16.6719 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.3328 	INFO 	keyboard.Keyboard is using ptb backend.
17.3328 	EXP 	WMpsilocybin_v1: status = STARTED
